Task_Groups,Number_of_Task_Groups
"{0: [2, 6], 1: [52, 22, 89], 2: [84, 55, 12, 91, 70, 18], 3: [80, 20, 57, 24, 10], 4: [83, 27, 92], 5: [86, 46, 67], 6: [28, 9], 7: [81, 85], 8: [25, 87], 9: [59], 10: [76, 78, 61], 11: [5, 30, 90]}",12
"{0: [25, 46, 57], 1: [84, 90, 24, 10], 2: [86, 30, 67], 3: [52, 78, 22, 89, 18], 4: [76, 55, 28, 92], 5: [5], 6: [85, 61], 7: [83, 59, 70], 8: [2, 87, 12], 9: [91], 10: [80, 6], 11: [81, 20, 27], 12: [9]}",13
"{0: [85, 2, 12, 89, 6], 1: [20, 70], 2: [83, 92], 3: [52, 5], 4: [80, 86, 90], 5: [25, 78, 55, 91, 10], 6: [87, 27], 7: [84, 9], 8: [46, 59, 18], 9: [28], 10: [81, 30, 67], 11: [61, 22, 57, 24], 12: [76]}",13
"{0: [83, 80, 25, 86, 67, 91], 1: [84, 6, 10], 2: [2, 24, 92], 3: [87, 12, 90, 9, 18], 4: [52, 70], 5: [55, 61, 28, 59], 6: [20, 46], 7: [81, 85, 78], 8: [27], 9: [76, 22], 10: [5, 89], 11: [30, 57]}",12
"{0: [84, 30, 55, 67], 1: [83, 86, 61, 9, 10], 2: [52, 80, 76, 89, 57], 3: [25, 6, 28, 70, 92], 4: [5, 24], 5: [85, 2, 87, 46], 6: [20, 59], 7: [91], 8: [81, 22, 27], 9: [78, 12, 18], 10: [90]}",11
"{0: [52, 28], 1: [90, 57], 2: [22, 70, 10], 3: [76, 86], 4: [30, 55, 46, 61, 89], 5: [67, 91], 6: [81, 20], 7: [25, 12, 6], 8: [83, 80, 5, 9, 92], 9: [24, 27], 10: [85, 78, 59], 11: [2, 87, 18], 12: [84]}",13
"{0: [20, 5, 55, 9], 1: [81, 87, 10], 2: [83, 25, 89], 3: [91, 28], 4: [12, 18], 5: [84, 30, 90, 6], 6: [85, 22, 70], 7: [86, 2, 46, 24, 27, 59], 8: [76, 61, 57, 92], 9: [80], 10: [78, 67], 11: [52]}",12
"{0: [5, 87, 22, 89, 28, 18], 1: [85, 78, 61], 2: [76, 30, 90, 9], 3: [86, 84, 24], 4: [52, 2], 5: [46, 57, 27], 6: [83, 81, 20, 67], 7: [55, 6, 59, 10], 8: [25, 91, 70], 9: [80, 12], 10: [92]}",11
"{0: [81, 76, 28], 1: [91], 2: [80, 67, 22, 59], 3: [52, 84, 89, 18], 4: [2, 57, 6], 5: [5, 55, 61, 70], 6: [25, 87], 7: [9], 8: [20, 90], 9: [12], 10: [85, 78, 30, 24], 11: [83, 46], 12: [86, 27, 92, 10]}",13
"{0: [2, 87, 46, 61, 67], 1: [30, 12, 91, 89, 57, 10], 2: [25, 22, 27], 3: [83, 80, 59], 4: [9, 70], 5: [84, 78, 92], 6: [85, 90, 24], 7: [76, 20], 8: [52, 81, 5, 28], 9: [86, 55, 6], 10: [18]}",11
"{0: [76, 12, 89, 28, 27], 1: [81, 85, 84, 46, 6, 70, 92], 2: [5, 30, 18], 3: [20, 61, 9], 4: [83, 87, 91], 5: [2, 67, 90], 6: [86, 59], 7: [22], 8: [80, 25, 24], 9: [78, 55], 10: [52, 10], 11: [57]}",12
"{0: [76, 20, 5, 57, 28, 24, 70], 1: [55, 87, 46, 89], 2: [78, 10], 3: [85], 4: [83, 30, 61, 67, 22], 5: [80, 84, 6, 9], 6: [25, 2, 18], 7: [90], 8: [12, 59], 9: [86, 27, 92], 10: [52, 81, 91]}",11
"{0: [12], 1: [78, 46, 9], 2: [52, 91], 3: [5, 90, 6], 4: [81, 76], 5: [85, 92], 6: [83, 25, 30], 7: [55], 8: [80, 2, 87, 27], 9: [57], 10: [67, 89, 70, 10], 11: [61], 12: [28], 13: [86], 14: [22, 18], 15: [20, 84, 59], 16: [24]}",17
"{0: [85, 84, 67], 1: [52, 78, 2, 87, 90, 57], 2: [6, 59, 70], 3: [22, 27], 4: [80, 91, 89], 5: [83, 76, 61, 9, 24, 10], 6: [5, 30, 55, 46, 28, 92], 7: [81, 25, 86, 18], 8: [20, 12]}",9
"{0: [86, 78, 57, 28], 1: [20, 22], 2: [83, 18], 3: [30, 12, 9], 4: [80], 5: [81, 76, 5, 89, 10], 6: [25, 85, 87, 61, 92], 7: [84, 2, 24], 8: [67, 70], 9: [52, 27], 10: [59], 11: [46, 90, 6], 12: [91], 13: [55]}",14
"{0: [22, 89, 57, 27, 10], 1: [81, 55, 90], 2: [86, 78, 61], 3: [80, 24], 4: [83, 67], 5: [5, 2], 6: [91, 28, 9, 70], 7: [76, 25, 6], 8: [84, 30, 46, 59], 9: [87, 92], 10: [85, 12], 11: [20, 18], 12: [52]}",13
"{0: [27], 1: [83, 5, 57, 18], 2: [81, 2, 89], 3: [76, 87, 12, 67, 91], 4: [55, 61], 5: [78], 6: [52, 80, 30, 46], 7: [84, 90, 28, 9, 59, 10], 8: [22, 24], 9: [25, 85, 20], 10: [6, 92], 11: [86, 70]}",12
"{0: [83, 80, 20, 86, 5, 59, 18, 10], 1: [52, 90, 6], 2: [84, 78], 3: [46, 91, 70], 4: [67], 5: [76], 6: [25], 7: [85, 89], 8: [55, 12, 57, 9, 24], 9: [81, 2, 27], 10: [30, 87, 22], 11: [28], 12: [61, 92]}",13
"{0: [20, 91, 22, 24], 1: [84, 59], 2: [55, 90, 28, 18], 3: [87, 92], 4: [76, 25, 86, 12, 67], 5: [2], 6: [78, 57], 7: [10], 8: [52, 81, 80, 30], 9: [83, 27, 70], 10: [5, 61, 6, 9], 11: [85], 12: [46, 89]}",13
"{0: [76, 5, 91, 10], 1: [87, 12, 24], 2: [52, 20, 86, 67, 90], 3: [89], 4: [78, 30, 61], 5: [2, 46], 6: [6], 7: [81], 8: [85, 55, 22, 70], 9: [28, 27, 59, 92], 10: [18], 11: [83, 80, 84, 9], 12: [25, 57]}",13
"{0: [80, 84, 6, 27, 10], 1: [76, 61, 90], 2: [20, 70], 3: [24, 18], 4: [83, 25], 5: [12, 67, 57], 6: [85, 92], 7: [52, 81, 2, 46, 91], 8: [89], 9: [30], 10: [55, 9, 59], 11: [86, 87], 12: [5, 22, 28], 13: [78]}",14
"{0: [76, 2], 1: [80, 20, 55, 12, 27], 2: [89, 57, 9, 18], 3: [85, 46, 61, 6], 4: [22, 28], 5: [52, 59], 6: [84], 7: [78, 67], 8: [83, 86, 30, 87, 70], 9: [92], 10: [81, 5, 90], 11: [91], 12: [25, 24, 10]}",13
"{0: [86, 2, 22, 6, 70], 1: [81, 12, 67, 10], 2: [85], 3: [84], 4: [20, 5, 28, 27], 5: [76, 55], 6: [83, 25, 91], 7: [80, 87, 46, 61, 90], 8: [52, 30, 9, 24, 18], 9: [78, 89, 59, 92], 10: [57]}",11
"{0: [86], 1: [55, 10], 2: [85, 22, 6, 70], 3: [78, 9, 59], 4: [20, 30, 2], 5: [25, 46, 67, 28], 6: [52, 76, 12, 61, 92], 7: [80, 87, 90, 89], 8: [84, 5, 91, 27], 9: [83, 24], 10: [81, 57, 18]}",11
"{0: [61, 9, 92], 1: [76, 5, 67, 89], 2: [25, 85, 22, 27], 3: [83, 28, 70], 4: [81, 20, 30, 2, 12, 91, 24], 5: [80, 46], 6: [90], 7: [52, 78], 8: [59], 9: [84, 57, 10], 10: [86, 6], 11: [55], 12: [87, 18]}",13
"{0: [85, 5, 57, 28, 27], 1: [86, 55, 46], 2: [87, 67, 22, 6], 3: [52, 81, 78], 4: [9, 92], 5: [12, 24], 6: [84, 89], 7: [83, 80, 25, 2, 61, 70, 18, 10], 8: [20, 91], 9: [59], 10: [76, 30, 90]}",11
"{0: [85, 12, 24, 70], 1: [55, 87], 2: [52, 5, 30], 3: [25, 67], 4: [61, 22, 89, 92], 5: [46, 90, 28, 18], 6: [80, 20, 91], 7: [81, 76, 84, 9, 59], 8: [78, 6, 27], 9: [86, 2], 10: [83, 10], 11: [57]}",12
"{0: [78, 30, 91], 1: [22], 2: [10], 3: [52, 76], 4: [28, 9], 5: [85, 67], 6: [80, 55, 90], 7: [20, 46, 89, 27, 70], 8: [61], 9: [83, 2], 10: [86, 84, 59], 11: [6], 12: [81, 12, 92, 18], 13: [87], 14: [24], 15: [57], 16: [25, 5]}",17
"{0: [84, 61], 1: [52, 25, 86, 67, 28, 9], 2: [2, 27], 3: [83, 5, 91, 24], 4: [20, 6], 5: [89], 6: [55, 87, 10], 7: [92, 18], 8: [85, 90], 9: [80, 59], 10: [78, 70], 11: [81, 76, 30, 57], 12: [12], 13: [46, 22]}",14
"{0: [76, 61], 1: [80, 86, 78, 28, 92, 18], 2: [83, 5, 55, 67, 89, 57], 3: [52, 85, 87, 91, 70, 10], 4: [81, 22], 5: [90], 6: [2, 46], 7: [20, 84, 30, 6, 59], 8: [25, 9], 9: [12, 24, 27]}",10
"{0: [80, 55, 57, 18], 1: [83, 25, 84, 87, 9, 24, 70], 2: [85, 46, 12, 67, 92], 3: [52, 28], 4: [22, 89, 6, 27], 5: [90, 10], 6: [76, 2, 59], 7: [91], 8: [81, 78, 61], 9: [20, 86, 5], 10: [30]}",11
"{0: [83, 76, 90, 18], 1: [61, 22], 2: [2, 46], 3: [80, 85, 78, 24], 4: [5, 55, 87, 57, 6], 5: [20, 67, 89], 6: [27, 70], 7: [52, 12, 10], 8: [25, 84, 91], 9: [86, 30, 28, 9], 10: [92], 11: [59], 12: [81]}",13
"{0: [5, 46], 1: [61, 57, 70], 2: [87, 28, 24], 3: [86, 78, 90, 6], 4: [52, 81, 20, 2, 27], 5: [85], 6: [67, 89, 10], 7: [80, 12, 91, 92], 8: [83, 84], 9: [76, 25, 30], 10: [55, 59], 11: [22], 12: [9, 18]}",13
"{0: [25, 2, 61], 1: [52, 80, 86, 5, 91, 28], 2: [81, 12], 3: [55, 57, 9, 10], 4: [46, 59], 5: [84, 87, 90, 22, 70], 6: [76, 85, 30, 6], 7: [20, 18], 8: [24], 9: [83, 78, 67, 89, 27, 92]}",10
"{0: [76, 78, 28, 9, 70], 1: [59, 92, 10], 2: [89, 6], 3: [5, 46], 4: [52, 85, 2, 91, 24], 5: [81, 20, 84, 61, 27, 18], 6: [25, 30, 55], 7: [80, 12, 90, 57], 8: [86, 22], 9: [83], 10: [87], 11: [67]}",12
"{0: [90], 1: [83, 12, 57, 6], 2: [52, 85, 86, 84, 55, 28], 3: [20, 30], 4: [22, 24, 70], 5: [5, 87, 91, 10], 6: [76, 25, 59], 7: [78, 27, 92], 8: [80, 46, 18], 9: [81], 10: [61, 9], 11: [2, 67, 89]}",12
"{0: [83, 81, 55, 27, 92, 18], 1: [2, 90, 22, 6, 70], 2: [5, 24, 59, 10], 3: [76, 86, 12], 4: [25, 84], 5: [85, 87, 61, 91, 9], 6: [80, 46], 7: [67, 89], 8: [20, 78, 30], 9: [52], 10: [57], 11: [28]}",12
"{0: [76], 1: [84, 91], 2: [81, 55, 9, 27, 18], 3: [57, 28, 59, 70], 4: [80, 87], 5: [83, 25, 85, 24], 6: [46], 7: [20, 2, 12], 8: [78, 90], 9: [5, 22, 92], 10: [61, 10], 11: [86, 30, 67, 89, 6], 12: [52]}",13
"{0: [76, 25, 86, 2, 61, 59, 18], 1: [52, 22], 2: [81, 92, 10], 3: [80], 4: [91, 57], 5: [83, 84, 5, 27], 6: [85, 46, 89, 28], 7: [12, 9], 8: [20, 90, 24], 9: [6], 10: [55, 87], 11: [78, 67], 12: [30, 70]}",13
"{0: [25, 30, 55, 12, 57, 24, 18], 1: [61, 91, 92], 2: [85, 86, 5, 2, 90, 28, 59], 3: [83, 80, 46, 6, 9, 10], 4: [52, 76, 84], 5: [22], 6: [20, 87], 7: [81, 78, 27], 8: [67, 70], 9: [89]}",10
"{0: [52, 67, 90, 91, 57], 1: [25, 20, 89, 9, 10], 2: [83, 80, 5, 2, 22, 6, 59], 3: [87, 24, 27, 70, 92], 4: [78, 28], 5: [85, 46, 61], 6: [81, 30, 18], 7: [86, 12], 8: [84], 9: [55], 10: [76]}",11
"{0: [52, 2, 9, 18], 1: [84, 61, 89, 6], 2: [78, 91, 22, 27], 3: [83, 46, 70], 4: [90, 10], 5: [20, 5, 87, 12], 6: [25, 67, 57, 24, 59], 7: [85, 30], 8: [80, 55, 28], 9: [81], 10: [86], 11: [76, 92]}",12
"{0: [2, 67, 24], 1: [89, 59], 2: [52, 78, 30, 55, 61, 22, 6], 3: [25, 85], 4: [83, 20, 12, 57, 28], 5: [76, 84, 5, 87, 18], 6: [27, 70], 7: [91, 9], 8: [86, 46, 10], 9: [90], 10: [81], 11: [80, 92]}",12
"{0: [30, 87, 70], 1: [46], 2: [67], 3: [84, 90], 4: [22], 5: [52, 80, 25, 85, 2, 91, 28], 6: [5], 7: [83], 8: [76, 20, 24, 18], 9: [12, 89, 6], 10: [86, 55], 11: [78, 59, 92], 12: [27, 10], 13: [61, 9], 14: [81], 15: [57]}",16
"{0: [86, 78, 22, 28, 9], 1: [84, 5, 46, 91], 2: [76, 67, 89], 3: [83, 20, 55, 92], 4: [81, 85, 61, 57], 5: [25, 6, 59], 6: [24, 18], 7: [52, 30, 2], 8: [87, 90], 9: [27], 10: [70], 11: [12], 12: [10], 13: [80]}",14
"{0: [52], 1: [30, 2, 61, 27], 2: [86, 59], 3: [83, 87, 46, 12], 4: [28], 5: [25, 90, 10], 6: [76, 22, 92], 7: [80, 67, 91, 9], 8: [5, 89, 24], 9: [85, 20, 84, 78, 55, 57], 10: [70], 11: [81, 6, 18]}",12
"{0: [78, 91, 70], 1: [84, 87, 27], 2: [2, 46, 89, 92], 3: [83, 30, 61], 4: [12, 57], 5: [80, 76, 20, 6, 9], 6: [25], 7: [5, 18], 8: [22, 28, 59, 10], 9: [52, 86, 90, 24], 10: [67], 11: [85, 55], 12: [81]}",13
"{0: [83, 5, 90, 57, 6], 1: [80, 85, 61], 2: [84, 78, 46, 10], 3: [2, 67], 4: [55, 89, 70, 18], 5: [81, 30, 12, 91, 9], 6: [25], 7: [76, 20, 22, 28], 8: [86, 24], 9: [87, 92], 10: [27], 11: [52, 59]}",12
"{0: [25, 30, 24, 27], 1: [52, 85, 46, 57, 70, 92], 2: [91, 6], 3: [87], 4: [81, 86, 84, 55], 5: [83, 5, 2, 22, 89], 6: [28], 7: [76, 20], 8: [78, 67], 9: [12, 61, 90], 10: [80, 9, 59], 11: [10], 12: [18]}",13
"{0: [86, 30], 1: [25, 91], 2: [5, 61, 28, 9, 70, 10], 3: [85, 67, 59], 4: [2, 12, 18], 5: [76], 6: [84, 55, 92], 7: [83, 20], 8: [81, 6, 24, 27], 9: [80, 78, 90], 10: [87, 22], 11: [89], 12: [46, 57], 13: [52]}",14
"{0: [86, 28, 92], 1: [83, 2], 2: [25, 5], 3: [84, 78, 91, 24, 27], 4: [81, 61, 6, 18], 5: [76, 87, 89], 6: [52, 80, 85, 67, 59], 7: [55, 12, 70, 10], 8: [30, 22, 57], 9: [20, 46, 90, 9]}",10
"{0: [55], 1: [81, 80, 5, 6], 2: [52, 30, 87, 59], 3: [84, 24], 4: [12, 67], 5: [76, 25, 2, 91, 57, 28], 6: [78, 46, 70, 92, 10], 7: [89, 9], 8: [90], 9: [85, 86, 18], 10: [83, 20, 61, 22, 27]}",11
"{0: [83, 85, 86, 2], 1: [52, 84, 5, 30, 22, 6], 2: [46, 90], 3: [61, 9, 70, 92, 10], 4: [20, 27], 5: [59], 6: [81, 76, 12, 89], 7: [67, 91, 28], 8: [78, 55, 87, 24, 18], 9: [80, 57], 10: [25]}",11
"{0: [83, 2, 90, 9], 1: [25, 86, 78, 92], 2: [76, 46, 22, 57, 6, 28], 3: [20], 4: [84, 70], 5: [61, 89], 6: [12, 67, 59, 18], 7: [85], 8: [52, 5, 24], 9: [30], 10: [55, 91, 10], 11: [87, 27], 12: [80], 13: [81]}",14
"{0: [76, 78, 46, 22, 92], 1: [20, 30], 2: [83, 12], 3: [85, 6], 4: [25, 24], 5: [87, 61], 6: [80, 91], 7: [90, 89, 18], 8: [2, 55, 10], 9: [67], 10: [28, 70], 11: [84], 12: [5, 57, 9], 13: [86], 14: [52], 15: [59], 16: [81, 27]}",17
"{0: [25, 20, 22], 1: [2, 90, 28], 2: [89, 18], 3: [85, 86, 84, 27, 92], 4: [83, 80, 76, 12, 57], 5: [5, 24, 70], 6: [91, 10], 7: [55, 87], 8: [78], 9: [81, 67], 10: [30], 11: [6], 12: [46, 61, 59], 13: [9], 14: [52]}",15
"{0: [10], 1: [84, 5, 67], 2: [55, 89], 3: [91, 28], 4: [78, 61, 6], 5: [80, 2, 90, 9, 24], 6: [83, 25, 85, 12, 59], 7: [76, 22, 57, 27], 8: [81, 18], 9: [52, 86, 70], 10: [87, 46, 92], 11: [20], 12: [30]}",13
"{0: [25, 46], 1: [81, 85, 20, 70], 2: [61, 18, 10], 3: [83, 5, 89], 4: [90, 57, 59], 5: [78, 67, 91], 6: [76, 86, 12, 6], 7: [52, 22, 92], 8: [2, 28], 9: [80, 24, 27], 10: [84, 30], 11: [55, 87, 9]}",12
"{0: [81, 5, 30, 55, 57, 9, 70], 1: [67, 89, 92, 18], 2: [20, 24], 3: [80, 86, 90, 91, 59], 4: [83, 52], 5: [2, 27], 6: [25, 61, 6], 7: [85, 84, 12], 8: [76, 87, 46, 22], 9: [28], 10: [78, 10]}",11
"{0: [10], 1: [86, 57, 24], 2: [80], 3: [5, 89, 28, 27], 4: [76, 9, 92, 18], 5: [25, 59], 6: [84, 46, 70], 7: [81, 20, 91, 6], 8: [83], 9: [85], 10: [30, 55], 11: [52, 12], 12: [2, 61], 13: [78, 22], 14: [87, 90], 15: [67]}",16
"{0: [90, 28, 9], 1: [25, 20, 61, 22], 2: [83, 46, 57, 6, 92], 3: [81, 70], 4: [52, 89], 5: [2, 55, 59], 6: [80, 78, 67, 10], 7: [86, 5, 30, 87], 8: [76, 84, 12, 24], 9: [85, 91, 18], 10: [27]}",11
"{0: [80, 30, 61, 89, 6], 1: [20, 84, 2, 90, 57, 59], 2: [83, 12], 3: [76, 87], 4: [81, 25, 22, 28, 18], 5: [9], 6: [27], 7: [91], 8: [86, 5, 70, 92], 9: [24, 10], 10: [55], 11: [78], 12: [85, 67], 13: [52], 14: [46]}",15
"{0: [86, 87, 67], 1: [25, 85, 46, 61, 22, 59], 2: [83, 52, 81, 91, 18], 3: [76, 2, 70], 4: [20, 78, 89, 28, 9, 27], 5: [84, 57], 6: [5], 7: [30, 90], 8: [80, 24, 10], 9: [12], 10: [55, 6, 92]}",11
"{0: [81], 1: [83, 80, 5, 2, 87, 89, 18], 2: [25, 86, 78, 90, 91, 59], 3: [61, 10], 4: [12, 67, 92], 5: [52, 57], 6: [76, 9, 70], 7: [20, 46], 8: [22, 6, 28], 9: [30], 10: [85, 27], 11: [24], 12: [84, 55]}",13
"{0: [84, 61, 90], 1: [85, 86, 10], 2: [83, 52, 78, 46, 9], 3: [2, 57, 92, 18], 4: [81, 5, 22], 5: [76, 28, 70], 6: [25, 20, 89, 59], 7: [80, 30, 55, 6], 8: [12, 91, 24], 9: [87, 67], 10: [27]}",11
"{0: [55], 1: [83, 61], 2: [78, 22, 57], 3: [84], 4: [52, 30, 24, 27, 10], 5: [25, 18], 6: [87, 46, 12, 89], 7: [76, 59], 8: [91, 9, 70], 9: [85, 20, 86], 10: [67, 90], 11: [80, 6], 12: [28], 13: [81, 2, 92], 14: [5]}",15
"{0: [83, 52, 5, 90], 1: [84, 9], 2: [55, 28, 24], 3: [67, 59], 4: [30, 89], 5: [81, 80, 6, 18], 6: [86, 22], 7: [76, 85, 91, 10], 8: [25, 2, 57], 9: [20, 78, 12, 92], 10: [87, 46, 61], 11: [27, 70]}",12
"{0: [84, 5, 87, 28, 27, 92], 1: [81, 2, 18, 10], 2: [83], 3: [25], 4: [12, 57], 5: [80, 55, 61, 90], 6: [89, 6, 9], 7: [76, 30, 67, 22, 59], 8: [24], 9: [20, 46, 70], 10: [86, 78], 11: [52, 85, 91]}",12
"{0: [61], 1: [25, 2, 28, 10], 2: [46, 90, 22], 3: [76, 20, 86, 78, 30], 4: [84, 91, 89], 5: [80, 27, 59, 70], 6: [83, 55, 67], 7: [52, 18], 8: [81, 24], 9: [57, 6, 92], 10: [85], 11: [87, 9], 12: [5, 12]}",13
"{0: [81, 78, 90, 24, 27, 59], 1: [52, 20, 57], 2: [25, 91], 3: [46, 61, 22, 89], 4: [76, 86, 84, 87], 5: [67, 70], 6: [6, 9, 10], 7: [2], 8: [80], 9: [12, 28], 10: [5, 30, 92, 18], 11: [83, 85, 55]}",12
"{0: [25, 22, 89, 28], 1: [52, 80, 85], 2: [81, 84, 67, 6], 3: [20, 5, 30, 2, 59], 4: [86, 12, 92, 10], 5: [55, 90, 9, 27], 6: [76, 61], 7: [78, 46, 70], 8: [57], 9: [83], 10: [91, 18], 11: [87], 12: [24]}",13
"{0: [20, 84, 12, 9], 1: [52, 25, 2, 28], 2: [86, 78, 67], 3: [83, 89, 59, 10], 4: [5, 91], 5: [80, 70], 6: [81, 46, 6], 7: [76, 30, 24], 8: [55, 61, 22, 57, 27], 9: [85, 18], 10: [87], 11: [90, 92]}",12
"{0: [52, 85, 5, 46, 22, 28], 1: [25, 86, 84, 89, 70], 2: [81, 76, 87, 61, 67, 24, 92], 3: [30], 4: [80, 57, 27, 18], 5: [78], 6: [91, 6, 9], 7: [2, 55, 12, 10], 8: [20, 90], 9: [59], 10: [83]}",11
"{0: [25, 86, 84, 46, 27], 1: [78, 70], 2: [57, 59, 18], 3: [76, 85, 5, 87, 61], 4: [81, 30, 89], 5: [92], 6: [83, 20, 55, 67, 90], 7: [52, 91], 8: [80, 2, 10], 9: [6, 9, 24], 10: [12, 22, 28]}",11
"{0: [80, 89, 6, 24], 1: [83, 52, 22], 2: [76, 91], 3: [25, 85, 67], 4: [86, 5], 5: [20, 30, 28], 6: [84, 12], 7: [10], 8: [78, 61], 9: [81, 18], 10: [2, 87, 59], 11: [55, 90], 12: [46, 70], 13: [27], 14: [57, 9], 15: [92]}",16
"{0: [86, 78, 67, 18], 1: [25, 87], 2: [85, 12, 91], 3: [80, 2, 24, 27], 4: [20, 84], 5: [83, 81, 30, 57], 6: [61, 92], 7: [76, 5, 55, 90, 22], 8: [46, 89, 6, 28, 9], 9: [59, 10], 10: [52, 70]}",11
"{0: [25, 78, 46], 1: [76, 85, 24], 2: [80, 12, 67, 57, 59, 10], 3: [20, 5, 2, 22], 4: [91, 92], 5: [81], 6: [86, 87, 9, 27], 7: [83, 89, 28, 70], 8: [84, 18], 9: [52, 61, 6], 10: [30], 11: [55, 90]}",12
"{0: [52, 85, 86, 24], 1: [81, 76, 5, 57], 2: [91, 28], 3: [78, 87, 67, 59, 10], 4: [2, 12], 5: [83, 20, 84, 89], 6: [92], 7: [90, 70], 8: [25, 22, 6], 9: [46, 27, 18], 10: [80, 30, 61], 11: [9], 12: [55]}",13
"{0: [83, 87, 12, 22], 1: [76], 2: [5, 30, 18, 10], 3: [6], 4: [84, 61, 90, 9, 24], 5: [81, 78, 91, 27], 6: [85, 55, 28, 59], 7: [25, 20, 46, 57, 92], 8: [86, 2, 70], 9: [80, 67, 89], 10: [52]}",11
"{0: [20, 12, 27], 1: [57, 9], 2: [2, 18], 3: [80, 84, 55, 87, 67, 89], 4: [52, 91, 28], 5: [30], 6: [85, 46, 61, 59], 7: [76, 22], 8: [86, 5], 9: [83, 81], 10: [25, 24], 11: [70, 92], 12: [6, 10], 13: [78, 90]}",14
"{0: [81, 22], 1: [76], 2: [9], 3: [5, 46, 61, 89, 18], 4: [78, 87], 5: [20, 30, 10], 6: [70], 7: [55, 28], 8: [80, 85, 2], 9: [83, 24], 10: [86, 12, 90, 59], 11: [67, 91], 12: [57, 27], 13: [52, 6, 92], 14: [84], 15: [25]}",16
"{0: [81, 86, 87, 10], 1: [52, 24], 2: [83, 78, 12, 61, 67, 22, 6], 3: [5, 70], 4: [55, 27, 92], 5: [46], 6: [76, 85, 30], 7: [80], 8: [25, 84, 2, 9], 9: [91, 89, 57, 59, 18], 10: [90, 28], 11: [20]}",12
"{0: [80, 87, 91], 1: [81, 86, 78, 10], 2: [52, 55, 12, 61, 9, 59], 3: [30, 67, 6, 92, 18], 4: [83, 76, 22, 70], 5: [85, 27], 6: [20, 90, 89, 24], 7: [25, 5, 2, 57], 8: [84, 46, 28]}",9
"{0: [83, 5, 46, 61, 90, 70], 1: [52, 87, 18], 2: [86, 67, 91, 89, 9], 3: [25, 85, 30, 2, 22, 57, 28, 27], 4: [12], 5: [84, 78], 6: [80, 55], 7: [76, 92, 10], 8: [6, 24, 59], 9: [20], 10: [81]}",11
"{0: [89, 24], 1: [52, 84, 46, 90, 91], 2: [83, 87, 57], 3: [86, 55, 61, 10], 4: [5, 2, 18], 5: [67, 92], 6: [80, 28, 70], 7: [78, 22], 8: [81, 30, 12, 6], 9: [27, 59], 10: [76, 25, 85, 20, 9]}",11
"{0: [76, 84, 5, 61, 9], 1: [25, 85, 22, 89], 2: [67, 18], 3: [52, 80, 20, 2], 4: [83, 78, 59, 92], 5: [30, 27], 6: [81, 87, 24], 7: [90, 28], 8: [46, 91, 70, 10], 9: [86, 55], 10: [57], 11: [12, 6]}",12
"{0: [86, 87, 22, 92], 1: [80, 30, 55, 18], 2: [25, 24], 3: [84, 6, 9], 4: [20, 57, 28, 27], 5: [89, 59, 70], 6: [52, 85, 78], 7: [83, 81, 12, 91], 8: [5, 46, 90], 9: [61, 10], 10: [2, 67], 11: [76]}",12
"{0: [85, 20, 30, 2, 91, 92, 10], 1: [80, 55, 9], 2: [46, 61, 6], 3: [28], 4: [78, 12, 89, 24], 5: [5, 59], 6: [67, 18], 7: [76, 90, 27], 8: [83], 9: [84, 87, 57, 70], 10: [52, 81], 11: [25], 12: [22], 13: [86]}",14
"{0: [55, 22], 1: [78, 61, 67, 92], 2: [2, 9], 3: [59], 4: [83, 81, 85, 30, 57, 10], 5: [86, 24, 27], 6: [76, 84, 87], 7: [6], 8: [52], 9: [80, 28, 18], 10: [25, 20, 91], 11: [46, 12, 90, 70], 12: [5, 89]}",13
"{0: [83, 80, 84, 27, 59], 1: [85, 2, 61], 2: [5, 24], 3: [52, 6], 4: [20, 87, 46, 28], 5: [30, 55, 57, 92], 6: [67, 89], 7: [25], 8: [78, 12, 90, 70], 9: [81, 22, 18], 10: [76, 86, 91, 9, 10]}",11
"{0: [25, 84, 91, 28, 27, 10], 1: [52, 76, 85, 22, 24, 92, 18], 2: [81, 86, 55, 46, 90, 9], 3: [30, 6], 4: [78, 87, 89, 59], 5: [80, 5], 6: [20, 2, 12, 70], 7: [61], 8: [57], 9: [83, 67]}",10
"{0: [52, 22, 89, 92], 1: [81, 90, 57], 2: [76, 61, 6, 18], 3: [20, 12, 9], 4: [86, 24, 27], 5: [55], 6: [10], 7: [80, 87, 46], 8: [67], 9: [83, 78, 70], 10: [25, 2, 28, 59], 11: [84, 91], 12: [85, 5], 13: [30]}",14
"{0: [80, 25, 85, 55, 28, 92], 1: [46, 6, 18], 2: [20, 91, 89, 24, 27], 3: [12], 4: [76, 57], 5: [81, 86, 87, 90, 9], 6: [5, 2, 67], 7: [84, 22], 8: [83, 30, 59], 9: [52, 70, 10], 10: [78, 61]}",11
"{0: [76, 9], 1: [57, 24, 70], 2: [80, 20, 30, 90, 59, 10], 3: [86, 84, 92], 4: [2], 5: [12, 89], 6: [83, 52, 46, 6, 18], 7: [91], 8: [25], 9: [78, 5, 61, 28], 10: [87, 67, 22, 27], 11: [81, 85, 55]}",12
